code,title,points_r1_2021,points_r1_2021_info,points_r1_2020,points_r1_2020_info,points_r1_2019,points_r1_2019_info
TL831,Business Studies (Major Specialism in: Acctng or M,306.0,,306.0,,372.0,
TL842,Construction Management,,,,,,
TL844,Agricultural Engineering,301.0,,300.0,,368.0,
TL845,Civil Engineering,361.0,,325.0,,364.0,
TL847,Manufacturing Engineering,305.0,,302.0,,,
TL848,Agricultural Science,307.0,,308.0,,362.0,
TL851,Wildlife Biology (Degree Award options),309.0,,309.0,,362.0,
TL855,Pharmaceutical Science (Degree Award options),316.0,,317.0,,386.0,
TL858,Veterinary Bioscience,317.0,,308.0,,369.0,
TL871,Health and Leisure (Degree Award options),303.0,,300.0,,346.0,
TL872,Health and Leisure with Massage,314.0,,309.0,,357.0,
TL873,Coaching and Sports Performance,308.0,,289.0,,336.0,
TL874,Inclusive Sport and Physical Activity,341.0,,,,,
TL880,Early Childhood Care and Education,309.0,,307.0,,347.0,
TL881,Social Care,301.0,,308.0,,356.0,
TL889,Counselling with Addiction - Mature applicants onl,,,,,,Test/Portfolio
TL890,General Nursing and Mature Applicants,463.0,,440.0,,431.0,
TL891,Mental Health Nursing and Mature Applicants,440.0,,389.0,,379.0,Randomly Selected
TR002,Music,508.0,,435.0,,473.0,Test/Portfolio
TR003,History,552.0,,497.0,,518.0,
TR004,Law,590.0,Randomly Selected,566.0,,552.0,
TR005,Philosophy,510.0,,442.0,,446.0,
TR006,Psychology,601.0,Randomly Selected,567.0,,577.0,Randomly Selected
TR007,Clinical Speech and Language Studies,564.0,Randomly Selected,529.0,,529.0,
TR009,Music Education,496.0,Test/Portfolio,420.0,,465.0,Test/Portfolio
TR012,History and Political Science,,,555.0,,557.0,Randomly Selected
TR015,Philosophy  Political Science  Economics and Socio,613.0,Randomly Selected,589.0,,577.0,
TR016,Deaf Studies,389.0,,340.0,,372.0,
TR017,Law and Business,,,602.0,,589.0,
TR018,Law and French,602.0,Randomly Selected,565.0,,554.0,Randomly Selected
TR019,Law and German,577.0,,543.0,,555.0,
TR020,Law and Political Science,,,602.0,,600.0,
TR021,Classics  Ancient History and Archaeology,467.0,,370.0,,495.0,
TR022,Early and Modern Irish,377.0,,398.0,,407.0,
TR023,English Studies,546.0,,487.0,,511.0,
TR024,European Studies,566.0,,544.0,,544.0,
TR025,Drama and Theatre Studies,543.0,Test/Portfolio,564.0,,531.0,Test/Portfolio
TR028,Ancient and Medieval History and Culture,498.0,,342.0,,451.0,
TR029,Political Science and Geography,,,526.0,,500.0,
TR031,Mathematics,579.0,,531.0,,589.0,
TR032,Engineering,556.0,,510.0,,520.0,Randomly Selected
TR033,Computer Science,566.0,Randomly Selected,509.0,,488.0,Randomly Selected
TR034,Management Science and Information Systems Studies,625.0,Randomly Selected,613.0,,602.0,Randomly Selected
TR035,Theoretical Physics,590.0,,543.0,,601.0,
TR038,Engineering with Management,589.0,Randomly Selected,532.0,,543.0,
TR039,Computer Science  Linguistics and a Language,443.0,,454.0,,498.0,
TR040,Middle Eastern and European Languages and Cultures,520.0,,466.0,,518.0,
TR041,Religion,417.0,,368.0,,393.0,
TR042,Film,531.0,,489.0,,,
TR043,History of Art and Architecture,498.0,,393.0,,,
TR051,Medicine (HPAT required),743.0,Randomly Selected,735.0,,739.0,Test/Portfolio
TR052,Dental Science,625.0,Randomly Selected,613.0,,602.0,Randomly Selected
TR053,Physiotherapy,590.0,Randomly Selected,566.0,,544.0,Randomly Selected
TR054,Occupational Therapy,578.0,Randomly Selected,533.0,,520.0,
TR055,Radiation Therapy,577.0,,543.0,,521.0,
TR056,Human Health and Disease,601.0,Randomly Selected,565.0,,565.0,
TR060,Biological and Biomedical Sciences,578.0,Randomly Selected,543.0,,542.0,Randomly Selected
TR061,Chemical Sciences,558.0,,517.0,,520.0,Randomly Selected
TR062,Geography and Geoscience,495.0,,473.0,,485.0,
TR063,Physical Sciences,554.0,,498.0,,543.0,Randomly Selected
TR064,Environmental Science and Engineering,555.0,,,,,
TR072,Pharmacy,613.0,Randomly Selected,590.0,,577.0,Randomly Selected
TR080,Global Business,613.0,Randomly Selected,589.0,,577.0,
TR081,Business  Economic and Social Studies (BESS),577.0,,543.0,,542.0,Randomly Selected
TR082,Computer Science and Business,,,555.0,,542.0,
TR083,Sociology and Social Policy,,,498.0,,474.0,
TR084,Social Studies (Social Work),497.0,,462.0,,462.0,Randomly Selected
TR085,Business Studies and French,564.0,,540.0,,553.0,
TR086,Business Studies and German,530.0,,509.0,,495.0,
TR087,Business Studies and Russian,487.0,,474.0,,487.0,
TR089,Business Studies and Polish,391.0,,444.0,,434.0,
TR090,Business Studies and Spanish,566.0,,531.0,,543.0,
TR091,General Nursing (Meath and St James`s),462.0,,429.0,,420.0,Randomly Selected
TR093,General Nursing (Adelaide School of Nursing),473.0,Test/Portfolio,430.0,,409.0,Randomly Selected
TR095,Mental Health Nursing,442.0,,408.0,,377.0,
TR097,Intellectual Disability Nursing,412.0,,396.0,,350.0,
TR111,Ancient History and Archaeology/Geography,,,352.0,,,
TR112,Ancient History and Archaeology/History,,,529.0,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337.0,,,
TR114,Ancient History and Archaeology/Modern Language,,,337.0,,,
TR117,Ancient History and Archaeology/Religion,,,342.0,,,
TR166,Classical Civilisation/English Literature,,,498.0,,,
TR173,Classical Civilisation/History of Art and Architecture,,,335.0,,,
TR177,Classical Civilisation/Modern Language,,,335.0,,,
TR179,Classical Civilisation/Philosophy,,,499.0,,,
TR198,Economics/Geography,,,534.0,,,
TR202,Economics/History,,,534.0,,,
TR207,Economics/Mathematics,,,566.0,,,
TR208,Economics/Modern Language,,,534.0,,,
TR209,Economics/Philosophy,,,534.0,,,
TR212,Economics/Sociology,,,534.0,,,
TR228,Classical Languages/English Literature,,,498.0,,,
TR231,Classical Languages/History of Art and Architecture,,,349.0,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349.0,,,
TR239,Classical Languages/Modern Language,,,349.0,,,
TR262,English Literature/History,,,529.0,,,
TR263,English Literature/History of Art and Architecture,,,498.0,,,
TR269,English Literature/Philosophy,,,499.0,,,
TR272,English Literature/Sociology,,,498.0,,,
TR276,English Literature/Drama Studies,,,498.0,Test/Portfolio,,
TR277,English Literature/Modern Language,,,498.0,,,
TR311,Film/Drama Studies,,,521.0,Test/Portfolio,,
TR312,Film/English Literature,,,521.0,,,
TR320,Film/Music,,,521.0,,,
TR322,Geography/History,,,529.0,,,
TR323,Drama Studies/Modern Language,,,473.0,Test/Portfolio,,
TR324,Film/Modern Language,,,521.0,,,
TR325,Film/History,,,529.0,,,
TR326,Geography/Modern Language,,,352.0,,,
TR332,Geography/Sociology,,,498.0,,,
TR443,History/History of Art and Architecture,,,529.0,,,
TR447,History/Modern Language,,,529.0,,,
TR449,History/Philosophy,,,529.0,,,
TR452,History/Sociology,,,529.0,,,
TR454,History/Religion,,,529.0,,,
TR455,History of Art and Architecture/Modern Language,,,334.0,,,
TR479,History of Art and Architecture/Philosophy,,,499.0,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337.0,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335.0,,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529.0,,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335.0,,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342.0,,,
TR597,Mathematics/Modern Language,,,566.0,,,
TR598,Mathematics/Music,,,566.0,,,
TR599,Mathematics/Philosophy,,,566.0,,,
TR629,Music/Philosophy,,,499.0,,,
TR635,Music/Drama Studies,,,473.0,Test/Portfolio,,
TR636,Music/Modern Language,,,388.0,,,
TR638,Music/Religion,,,388.0,,,
TR639,Philosophy/Modern Language,,,499.0,,,
TR662,Philosophy/Sociology,,,499.0,,,
TR663,Religion/Classical Civilisation,,,342.0,,,
TR664,Religion/English Literature,,,498.0,,,
TR665,Religion/History of Art and Architecture,,,342.0,,,
TR666,Religion/Modern Language,,,,,,
TR667,French/Modern Language,,,403.0,,,
TR668,German/Modern Language,,,389.0,,,
TR669,Irish/Modern Language,,,368.0,,,
TR670,Italian/Modern Language,,,381.0,,,
TR671,Russian/Modern Language,,,332.0,,,
TR672,Spanish/Modern Language,,,336.0,,,
TR755,Sociology/Drama Studies,,,498.0,Test/Portfolio,,
TR756,Sociology/Modern Language,,,498.0,,,
TR911,Children`s and General Nursing (Integrated),531.0,Randomly Selected,511.0,,487.0,Randomly Selected
TR913,Midwifery,521.0,,478.0,,462.0,
TU801,Sustainable Energy Engineering,235.0,,235.0,,,
TU802,Electrical Services and Energy Management,309.0,,317.0,,,
TU803,Electronic Engineering,,,243.0,,,
TU804,Engineering (Common Entry with Award options),270.0,,271.0,,,
TU805,Engineering (General Entry),466.0,,402.0,,,
TU806,Sustainable Energy Engineering,,,262.0,,,
TU807,Computer Engineering in Mobile Systems,274.0,,276.0,,,
TU808,Engineering Software,,,260.0,,,
TU809,Mechanical Engineering,,,235.0,,,
TU810,Mechatronic Engineering,271.0,,270.0,,,
TU811,Product Design,440.0,,411.0,,,
TU812,Design Technology and Innovation,278.0,,270.0,,,
TU813,Automation Engineering,,,218.0,,,
TU814,Sustainable Transport Management,253.0,,285.0,,,
TU828,Mechanical Engineering (General Entry),300.0,,,,,
TU829,Electronic Engineering (General Entry),248.0,,,,,
TU831,Architectural Technology,423.0,,410.0,,,
TU832,Architecture (Suitability Test and Interview),644.0,Test/Portfolio,622.0,,,
TU833,Construction Management,396.0,,367.0,,,
TU834,Geographic Science,315.0,,288.0,,,
TU835,Planning and Environmental Management,330.0,,313.0,,,
TU836,Property Economics (Valuation Surveying),411.0,,401.0,,,
TU837,Quantity Surveying and Construction Economics,413.0,,385.0,,,
TU838,Sustainable Timber Technology,307.0,,,,,
TU851,Analytical Chemistry (Environmental  Forensic and,400.0,,349.0,,,
TU852,Chemical Sciences with Medicinal Chemistry,477.0,,476.0,,,
TU854,Science (General Entry),510.0,,476.0,,,
TU855,Science with Nanotechnology,322.0,,331.0,,,
TU856,Computer Science,499.0,,476.0,,,
TU857,Computer Science (Infrastructure),403.0,,391.0,,,
TU858,Computer Science (International),395.0,,377.0,,,
TU859,Computing,251.0,,217.0,,,
TU860,Computing (Information Technology),270.0,,260.0,,,
TU861,Computing with Language (French/German/Spanish),235.0,,308.0,,,
TU862,Computing with Artificial Intelligence Machine Lea,262.0,,226.0,,,
TU863,Digital Forensics and Cyber Security,282.0,,280.0,,,
TU864,DNA and Forensic Analysis,500.0,,400.0,,,
TU865,Cloud Computing,235.0,,226.0,,,
TU866,Biomedical and Molecular Diagnostics,522.0,,487.0,,,
TU867,Biomedical Science,576.0,,524.0,,,
TU868,Clinical Measurement Science,542.0,,510.0,,,
TU869,Environmental Health,387.0,,336.0,,,
TU870,Human Nutrition and Dietetics,601.0,Randomly Selected,578.0,,,
TU871,Optometry,532.0,,509.0,,,
TU872,Public Health Nutrition,487.0,,491.0,,,
TU873,Industrial Mathematics,,,250.0,,,
TU874,Mathematical Sciences,294.0,,341.0,,,
TU875,Pharmaceutical Healthcare,451.0,,400.0,,,
TU876,Pharmaceutical Science,445.0,,377.0,,,
TU877,Physics Technology,314.0,,308.0,,,
TU878,Physics with Energy and Environment,339.0,,337.0,,,
TU879,Physics with Medical Physics and Bioengineering,346.0,,351.0,,,
TU880,Physics with Data Science,412.0,,578.0,,,
TU881,Food Innovation,309.0,,318.0,,,
TU882,Nutraceuticals in Health and Nutrition,380.0,,397.0,,,
TU901,Business,,,270.0,,,
TU902,Business (options),270.0,,271.0,,,
TU903,Business and Management,477.0,,463.0,,,
TU904,Business and Law,462.0,,462.0,,,
TU905,Economics and Finance,460.0,,465.0,,,
TU906,Human Resource Management,386.0,,395.0,,,
TU907,Logistics and Supply Chain Management,300.0,,300.0,,,
TU908,Management,,,262.0,,,
TU909,Accounting and Finance,,,285.0,,,
TU910,Accounting,420.0,,444.0,,,
TU911,Accounting and Finance,,,209.0,,,
TU912,Business Analytics,331.0,,330.0,,,
TU913,Business and Information Technology,,,252.0,,,
TU914,Business Computing,322.0,,324.0,,,
TU915,International Business,,,252.0,,,
TU916,International Business,,,235.0,,,
TU917,Law (LLB ) with a Language,356.0,,342.0,,,
TU918,Law (LLB),463.0,,451.0,,,
TU919,Advertising and Marketing Communications,219.0,,228.0,,,
TU920,Digital Marketing,270.0,,270.0,,,
TU921,Digital Marketing Technologies,230.0,,212.0,,,
TU922,Marketing,412.0,,418.0,,,
TU923,Marketing Management,,,228.0,,,
TU924,E-Commerce in Retailing,307.0,,307.0,,,
TU925,Retail and Services Management,307.0,,301.0,,,
TU932,Business (options),211.0,,,,,
TU933,Accounting and Finance (campus options),251.0,,,,,
TU935,Sports Management and Coaching,300.0,,300.0,,,
TU936,Sports Science and Health,484.0,,410.0,,,
TU941,Botanical Cuisine,311.0,,249.0,,,
TU942,Culinary Arts,252.0,,212.0,,,
TU943,Culinary Entrepreneurship,261.0,,278.0,,,
TU944,Culinary Science,336.0,,316.0,,,
TU951,International Hospitality and Tourism Management,244.0,,184.0,,,
TU952,International Hospitality Management,309.0,,300.0,,,
TU953,Tourism and Digital Marketing,308.0,,290.0,,,
TU954,Event Management,326.0,,356.0,,,
TU955,Sports and Leisure Management,275.0,,217.0,,,
TU961,Commercial Modern Music (BIMM - assessment/auditio,536.0,Test/Portfolio,608.0,,,
TU962,Drama (Performance  audition),448.0,Test/Portfolio,379.0,,,
TU963,Music (audition),364.0,Test/Portfolio,416.0,,,
TU965,International Business and Languages,357.0,,356.0,,,
TU966,Languages and English Studies,,,366.0,,,
TU967,Languages and International Tourism,298.0,,308.0,,,
TU971,Contemporary Visual Culture,,,290.0,,,
TU972,Creative and Cultural Industries,,,281.0,,,
TU973,Design - Visual Communication (portfolio),700.0,Test/Portfolio,717.0,,,
TU974,Fine Art (portfolio),549.0,Test/Portfolio,709.0,,,
TU975,Interior Design (portfolio),544.0,Test/Portfolio,632.0,,,
TU976,Photography (portfolio),700.0,Test/Portfolio,695.0,,,
TU978,Creative Industries and Visual Culture,299.0,,,,,
TU981,Creative Digital Media,280.0,,280.0,,,
TU982,Media Production and Digital Arts,369.0,,320.0,,,
TU983,Film and Broadcasting,462.0,,456.0,,,
TU984,Game Design,414.0,,381.0,,,
TU985,Journalism,367.0,,322.0,,,
TU986,Print Media Technology and Management,,,289.0,,,
TU989,Early Childhood Care and Education (campus options,270.0,,,,,
TU991,Applied Social Studies in Social Care,326.0,,325.0,,,
TU992,Community Development and Youth Work,251.0,,251.0,,,
TU993,Early Childhood Care and Education,,,270.0,,,
TU994,Early Childhood Care and Education,,,321.0,,,
TU995,Early Childhood Education,378.0,,367.0,,,
TU996,Social Care,407.0,,400.0,,,
TU997,Applied Social Care,320.0,,310.0,,,
WD001,Applied Computing (options),270.0,,260.0,,358.0,
WD002,Science (options),279.0,,308.0,,377.0,
WD005,Health Sciences (options),271.0,,280.0,,347.0,
WD006,Exercise Sciences (options),270.0,,280.0,,337.0,
WD007,Engineering (options),270.0,,288.0,,382.0,
WD025,Construction Management and Engineering,262.0,,269.0,,327.0,
WD027,Music,321.0,Test/Portfolio,262.0,,317.0,Test/Portfolio
WD048,Business (options),279.0,,271.0,,357.0,
WD084,Accounting,308.0,,308.0,,403.0,
WD091,Hospitality Management,225.0,,228.0,,281.0,
WD116,General Nursing,446.0,,422.0,,430.0,
WD117,Psychiatric Nursing,415.0,,366.0,,382.0,
WD120,Intellectual Disability Nursing,390.0,,377.0,,359.0,
WD134,International Business,267.0,,290.0,,350.0,
WD137,Design (Visual Communications),252.0,,271.0,,373.0,
WD140,Laws,280.0,,280.0,,352.0,
WD144,Architecture,309.0,,284.0,,385.0,
WD147,Pharmaceutical Science,288.0,,293.0,,363.0,
WD148,Tourism Marketing,,,,,338.0,
WD149,Early Childhood Studies,,,271.0,,336.0,
WD150,Criminal Justice Studies,280.0,,270.0,,311.0,
WD152,Visual Art,243.0,,,All Qualified Applicants,323.0,
WD161,Computer Forensics and Security,270.0,,255.0,,401.0,
WD162,Quantity Surveying,226.0,,216.0,,320.0,
WD163,Psychology,456.0,,434.0,,429.0,
WD186,Sports Coaching and Performance,261.0,,270.0,,327.0,
WD187,Social Science,276.0,,272.0,,321.0,
WD191,Agricultural Science,377.0,,377.0,,421.0,
WD192,Social Care Practice,271.0,,270.0,,323.0,
WD193,Marketing and Digital Media,279.0,,271.0,,358.0,
WD194,Culinary Arts,237.0,,217.0,,331.0,
WD195,Architectural and Building Information Modelling T,279.0,,279.0,,305.0,
WD200,Arts (options),201.0,,,All Qualified Applicants,296.0,
WD210,Software Systems Development,260.0,,279.0,,329.0,
WD211,Creative Computing,270.0,,271.0,,322.0,
WD212,Recreation and Sport Management,262.0,,270.0,,311.0,
WD230,Mechanical and Manufacturing Engineering,230.0,,253.0,,348.0,
WD231,Early Childhood Care and Education,266.0,,,,,
WD232,Business Information Systems,261.0,,,,,
